id,position
32767,47.335841147150646
8190,47.1068110653904
16380,25.733792058590623
24570,51.99985965457921
32760,55.17326740879248
8183,30.667447348466453
16373,45.56853944995092
24563,21.670083403358277
32753,26.52522371968722
8176,56.73334539226195
16366,16.98361936933233
24556,74.72648363163228
32746,31.63054716311943
8169,62.956090879458884
16359,53.97798604829585
24549,51.33013615756711
32739,37.542173418010066
8162,38.11554303967404
16352,43.64441831649373
24542,31.043430195129176
32732,58.37665663283198
8155,30.383442960263082
16345,45.750695432751186
24535,68.55197402620837
32725,-9.14299563607235
8148,27.065516018415323
16338,28.98580903616363
24528,42.36820664335747
32718,26.958352336460536
8141,50.86571672682946
16331,5.059021801656385
24521,59.21463146336335
32711,23.671801781783543
8134,61.65560450835096
16324,20.32923795547437
24514,26.940727615443578
32704,48.04735372743524
8127,53.49532769100816
16317,14.323350083135125
24507,34.50933140560447
32697,46.844331102727324
8120,31.620040733099913
16310,30.022736004238425
24500,43.29330198194968
32690,23.492744254177566
8113,53.31831835217338
16303,41.8086474378934
24493,51.98381269113915
32683,28.75784620310631
8106,38.289224298095874
16296,-18.037748498279548
24486,74.71967315452622
32676,18.82289527529288
8099,60.1944412550248
16289,44.93791470023699
24479,75.75208566807791
32669,34.19391322123799
8092,23.660377389653988
16282,44.921818451380815
24472,-10.065692335790558
32662,56.01083657106008
8085,57.322504204711436
16275,42.6835724645515
24465,14.343663801164482
32655,61.03409954799233
8078,48.07351973610662
16268,35.41583286060674
24458,31.056172644310962
32648,66.53309685722678
8071,32.93064124787172
16261,12.027391706251038
24451,8.391737042786758
32641,62.21306136637966
8064,83.68580383377082
16254,-20.802184507413777
24444,37.44140992438848
32634,61.61354459200436
8057,38.340483677092195
16247,37.44703813022443
24437,49.04850217564761
32627,39.63481097901126
8050,4.694871584408176
16240,14.77540919219544
24430,41.612544453542114
32620,20.837227979233077
8043,24.614105038871784
16233,41.626725256265246
24423,18.920199060264338
32613,39.12895116221044
8036,48.06817000684765
16226,37.000657302925916
24416,13.90756860589812
32606,26.464229406755152
8029,47.62202398811692
16219,-2.799423845341906
24409,53.0097830457252
32599,53.04944483004351
8022,40.4227920467991
16212,56.0906933868916
24402,39.28285353724334
32592,20.571494015927996
8015,48.576926576867365
16205,75.3644570573507
24395,11.710524883677763
32585,27.549538676768933
8008,-6.413513402070201
16198,43.78392838877761
24388,27.93338548009902
32578,-16.533396615763678
8001,40.290095121643134
16191,20.98235974830274
24381,45.517266373800496
32571,54.3314050036889
7994,49.53354185038833
16184,43.67984099630171
24374,62.365780292281045
32564,60.958553229582066
7987,66.3527313795831
16177,52.32220760920072
24367,36.92799353670772
32557,55.69375086061035
7980,-5.33362925507474
16170,49.897369482402226
24360,64.26763597188943
32550,51.975571454436945
7973,43.76589328795849
16163,46.34751997271104
24353,6.565773706498376
32543,36.635590070653365
7966,42.812343771284745
16156,12.932377293945123
24346,-4.484398631204783
32536,55.232266745685294
7959,56.355554666777095
16149,27.994666661494193
24339,75.03197839031515
32529,28.873588378118782
7952,76.0
16142,64.99001238789609
24332,61.958222467204905
32522,48.86287249686869
7945,56.00348823872383
16135,79.38404386008838
24325,43.656584191451145
32515,42.19265925646695
7938,46.61424622180982
16128,-37.44508927411127
24318,95.46740331839422
32508,42.84481877290878
7931,75.5483683277464
16121,47.916892055579666
24311,99.74402823948063
32501,32.906090586840264
7924,54.130963812440854
16114,51.050518093506525
24304,84.01099332327698
32494,36.9548702592903
7917,63.99152902076497
16107,44.765050331585996
24297,28.356700225854368
32487,52.83884143509185
7910,60.175383899944094
16100,59.00766281879841
24290,63.18614696003519
32480,62.12384028520307
7903,70.98436594704748
16093,23.42711552020208
24283,63.35213696609455
32473,57.72215872412531
7896,86.47713102822985
16086,22.711746661113196
24276,90.57977859582462
32466,65.32790662819545
7889,87.92343560467174
16079,26.333642540687435
24269,60.7899473354457
32459,-4.367179724342449
7882,71.3539518380257
16072,40.34893195066992
24262,47.48804602374625
32452,2.0401704005656
7875,69.29179024994968
16065,28.747435799973417
24255,71.93013346936056
32445,75.16651416195077
7868,56.78829945846685
16058,46.05695775913918
24248,80.86576712601382
32438,61.005960568279534
7861,51.69831513664796
16051,11.854028647005421
